Airframe_Zone,Stress_MPa,Vibration_mm,Fatigue_Life_Cycles,Failure_Risk_Score
Fuselage,131.45119066260474,29.3955605943345,47.95591612288794,93.4789392398528
Wing Root,179.20214320280948,12.255889664722517,155.88327402279305,95.18123253854849
Fuselage,355.80535104623857,8.196361888580562,8.749612371144263,57.830430356277496
Tail Fin,266.89051633138854,5.306565598902176,22.28934311310531,73.39640068719149
Wing Tip,378.2581228788153,26.08236853987261,160.91888137427276,100.0
Wing Tip,260.88240519251775,14.018460269499741,138.67611338240405,100.0
Fuselage,254.11647133961338,24.702591891252407,164.61376910515804,100.0
Tail Fin,49.303420537196395,1.037543856720717,28.138525385202456,15.829399538074867
Wing Tip,141.25614380660335,19.843817743731893,99.42217213656343,82.45379028877127
Wing Tip,119.92336216162597,3.9858624148388593,175.7006055142169,98.28548213619496
Fuselage,375.29277922372586,1.6559966369315644,107.3967777703168,63.402344863041186
Fuselage,302.73975313993475,24.30162480838429,247.67375979016495,100.0
Tail Fin,59.79899447476158,7.875485251875087,147.2332830242579,71.20811978310257
Tail Fin,177.30767067625715,22.65069649984917,189.86300415074717,100.0
Fuselage,157.314265608755,16.26266046915162,126.65749171735403,73.99458133424037
Wing Tip,161.78865470632363,0.8197107186688016,226.8185842227196,100.0
Tail Fin,148.41302428046103,28.72562611123046,170.8086265839543,100.0
Tail Fin,184.89375357154472,9.149717765092904,85.52281361562942,62.28460914384844
Wing Tip,92.9638790594493,28.412739015009862,196.41753236544463,100.0
Wing Tip,65.76675600060598,22.96456363566543,156.46342551248395,87.06361983804695
Fuselage,337.00749786795416,13.069698513884763,59.53122230490248,82.7122503631347
Wing Root,41.72602445034091,3.0027125655131615,246.72669673278799,100.0
Tail Fin,346.62402357571153,26.470619074833294,62.98787245210929,100.0
Tail Fin,156.74123835705714,2.9632711426107283,195.400994402222,99.43338641704868
Wing Root,284.9829020756974,7.8373625556934945,85.91186960967914,52.4376186890651
Wing Root,192.77765037770925,2.160946632614202,34.11038948567762,24.41357238732283
Fuselage,330.8882372319103,22.45424387982729,171.8546596387427,100.0
Tail Fin,121.42771364992569,26.12367428158908,59.780980437265896,82.1426424030668
Wing Root,322.8226071204263,29.34806972825099,141.22123446743322,100.0
Fuselage,397.2562704865271,2.6769986596942665,140.6942996783236,74.0377780464031
Tail Fin,39.41947336501001,5.403355241322961,58.11823111369035,30.559221784683906
Wing Tip,27.72408833316857,8.788414092970795,237.8508135987569,94.33235164020844
Tail Fin,163.86350145717066,3.6493039451085894,87.23671587525598,67.82608372341198
Tail Fin,147.8073689301606,17.717855299600725,24.044986056421287,63.46285837584033
Fuselage,111.38044651316245,13.870604981450516,12.917408021864365,45.171427663327975
Fuselage,277.0451572960129,5.297199710674294,228.1771602009914,78.57989200134715
Fuselage,376.80741258279954,12.790852203285137,147.38484218930245,99.84509066394114
Fuselage,20.283120053928283,11.605669322902463,203.58556604154907,76.94539084568193
Tail Fin,394.2615597595467,11.613799613169252,188.64668349413765,100.0
Fuselage,336.94819483734375,14.326448213951624,106.63077807272796,88.96204249130997
Fuselage,15.332066282528942,2.7230922803976383,174.47002730638346,51.42924272239345
Wing Tip,226.61836518502471,23.18512874782506,236.46760382119487,100.0
Wing Root,157.3617142175567,7.61200255372414,55.2361054840986,37.13792823816392
Tail Fin,99.17069414635046,20.315170189972772,156.44141891218447,98.65264570348666
Tail Fin,114.78226798986987,1.1544498898938982,127.05047072824377,69.52692086152422
Wing Root,342.35078512423064,16.781251743847324,142.42980302616962,98.8035077792012
Wing Root,318.80895739315685,17.903698965560263,122.61126191952641,98.82446897966001
Wing Root,284.5911095586972,6.782442764512867,38.41101151875859,37.81807227715871
Tail Fin,392.38046278602735,18.438591561485612,160.97785879745922,100.0
Wing Root,145.81963213908713,15.662689930214418,196.99498812158006,100.0
Tail Fin,126.20418610136069,15.94626714244283,175.92225851589853,100.0
Fuselage,201.9253543010199,8.118209454819272,117.48826027837401,71.0840760105437
Wing Root,252.1142169246156,10.74869554264972,56.237043814235975,42.12706943825011
Wing Tip,60.263091545153195,4.277352249254287,42.21615991051212,38.738684814073444
Wing Root,282.09035374180337,5.811984534304306,175.64285922563434,98.06521428828947
Wing Tip,270.3475180232006,5.58343620044808,52.11080960812434,100.0
Wing Tip,330.4983483693352,10.67993752076041,90.16670754825746,100.0
Fuselage,189.70371953276305,6.586844692970879,94.24611595677848,51.8435064501188
Wing Root,138.7388101909606,9.986691558060855,27.61119362604279,42.78272013203093
Tail Fin,350.6956634016431,27.66573581568849,19.964100164441618,100.0
Wing Root,348.63743174387884,2.993251726580117,151.33313015258048,82.57375864808505
Tail Fin,198.9639642244983,18.73851576014373,95.38384169459424,100.0
Tail Fin,291.0012639426713,2.3390701940816228,41.19607751702554,76.77049724502405
Wing Tip,209.5542024251098,16.19734781532681,31.257142778245132,81.27872234420141
Wing Root,148.11720160931893,12.216333058870433,30.69294580045782,34.15210528643252
Wing Tip,135.61087457743952,6.737716206398067,85.23685128358909,74.52536372078254
Tail Fin,100.95440050442248,10.616342496208677,121.12263565048626,82.35258137974463
Wing Root,43.89891235409524,16.34464298364716,148.77607391511538,79.68405431830287
Tail Fin,238.74881951769603,17.151527004417918,97.7992933580659,100.0
Tail Fin,232.60353882087563,11.004853413986464,246.69623595428,100.0
Fuselage,374.1398112663511,0.7222637124552048,60.206535439569414,50.22975270090768
Wing Root,82.76113938000925,8.910307476468489,47.47653084721493,25.104378433536386
Wing Tip,338.50247376629085,2.0232465972981286,9.469407949948456,100.0
Wing Tip,347.5477790986523,24.603626093003758,68.18619262601027,100.0
Tail Fin,291.9294776824925,24.7154134580239,181.02203135495563,100.0
Fuselage,310.1022439448554,6.017790582446939,84.3014129190397,75.9984831674188
Wing Tip,87.8077016619447,22.2192919191054,134.81080567937357,89.49845076618341
Wing Root,236.68290635481878,5.053700100588968,122.87932495443029,72.38744739040605
Wing Tip,241.61440804758053,11.392299204541935,116.29565319367941,100.0
Wing Root,135.71799954014196,24.39129615271173,67.38696041712214,80.24758901134821
Fuselage,11.05725077158857,3.942533892179599,120.9257192577136,41.58923536004303
Wing Tip,372.5163662566521,25.00327252973801,241.43159311329558,100.0
Wing Root,373.8458461689823,29.732419555493024,55.22544346304313,88.72160378568947
Tail Fin,234.04451414016563,25.333948914369024,39.24423227344093,100.0
Fuselage,302.69575065847226,24.086345362125712,207.15750578973532,100.0
Wing Root,213.99551565995654,11.085499281643324,219.91413249921152,100.0
Fuselage,276.36300473268165,13.832483738321658,179.87670143955486,99.4438025682215
Fuselage,301.56765826873794,15.330251507728136,61.89211031097024,84.88949315601877
Fuselage,162.67802297858574,16.18979565080113,21.321682535750156,62.216703652350425
Wing Root,376.5345282092553,19.01738756560683,87.0518755909861,74.5211642793312
Tail Fin,75.02499639741943,26.419558903516428,126.37878846897158,100.0
Fuselage,69.15320309577297,9.695800999968673,65.87983925454411,52.24594463019048
Wing Tip,65.81991436390315,6.534065498499166,179.94570014478546,87.16741760694313
Wing Root,330.29034882208504,3.763636240178613,212.38081147495697,100.0
Tail Fin,245.54357010827988,15.317506250144639,137.265856092645,100.0
Fuselage,290.814249252969,19.41385517011627,175.0173688944395,100.0
Tail Fin,289.30983914585136,18.17136626093113,207.5657128132242,100.0
Wing Root,166.33205253781955,14.129171207501914,237.08441820489475,100.0
Tail Fin,365.6224394487562,4.603927727220325,29.694677738892192,94.65920630373141
Wing Tip,373.52613016860886,17.171428915881663,175.6794518498386,100.0
Tail Fin,18.978815867178632,19.71533272415326,193.9554337873358,94.32063398500843
Wing Tip,297.2132518936419,28.06382693568594,231.7642856621602,100.0
Wing Tip,57.89620491983618,7.459228020554895,45.552525039985994,39.096198473733004
Fuselage,349.25958120423,15.805722685219127,149.86248175750765,100.0
Fuselage,157.92922237036404,22.45536472937702,55.36705305203119,85.38133897194673
Wing Tip,165.2857905004679,16.353170286668725,230.36462602112633,100.0
Wing Root,191.62304770433715,14.68469085362767,230.0214076101288,100.0
Wing Tip,64.93423794812195,5.703416101933588,127.10010432117254,62.58631535956037
Wing Root,23.212872496172047,9.688458548416344,196.22144834879148,89.64739331624097
Wing Root,268.7795750865171,5.752061022657667,240.46222778001652,100.0
Fuselage,227.34909386711868,25.888644527776652,136.09208113874635,100.0
Tail Fin,36.15982618148672,22.623833876775745,56.426870308418515,60.330138083319845
Wing Tip,146.26092962923988,14.31283893902069,158.1191168275078,100.0
Wing Tip,35.62636937705742,23.37806469250281,116.05576451326677,62.234180329916526
Wing Root,218.43779759032628,14.692094477433786,126.767927461206,81.88454213042901
Tail Fin,346.09639219527173,28.410406132942164,96.46078248853946,100.0
Wing Root,359.99785982936487,16.034064766449166,201.18369401409964,100.0
Fuselage,96.56914315385028,7.316706499348106,169.61372218168847,66.99285790898995
Fuselage,242.06910208316404,10.508501753937633,144.51366185205757,80.0969742260596
Tail Fin,48.782143176144615,7.673579634483896,181.9553983046365,83.04695637927217
Tail Fin,324.67155809540856,28.8981548973688,236.38038276643198,100.0
Wing Tip,359.5709692232367,0.8835567435667131,25.94959005934468,100.0
Wing Tip,340.76995723208455,4.121918245049901,219.728798589447,100.0
Fuselage,328.802989077992,10.58361187508734,68.55874119066667,77.84234596441375
Wing Root,151.5930927560853,1.509729269205609,208.51035410848618,99.17444164256162
Fuselage,180.0893463627735,9.18673990648657,237.37106020572838,85.09980047586274
Wing Root,314.105922167332,3.8700188146517065,143.6152718918073,78.85698443961314
Tail Fin,175.83326674300105,1.1628445954434632,70.82595304931179,60.175777192444976
Tail Fin,282.54988273275274,12.375226286110927,58.41566133605119,91.30649647264885
Wing Root,215.01917109804748,5.564538932524953,71.7152949972454,57.05371183914736
Wing Tip,330.8077116055528,16.12501952032489,204.68833495860198,100.0
Fuselage,264.0539514572271,24.977383209362447,55.573211581347785,99.94674113710352
Wing Root,64.60723007757511,8.278672177721184,70.29210637586614,39.23231895571178
Fuselage,269.36430307303965,5.673452719391763,229.03092675161514,91.14845921125325
Wing Root,167.70878560411947,23.24188562339598,108.3988345899184,88.46577070369993
Fuselage,42.29148049079932,18.29298722925845,65.11053187192363,62.391732993879636
Fuselage,336.46080637418146,13.397205192538683,229.30085093651894,100.0
Wing Root,195.65965685764888,20.07829937819812,234.5232861345657,100.0
Fuselage,198.66442735364097,8.462381060569749,137.2614808325074,69.89248190634453
Fuselage,203.58283640848217,18.106864043048233,86.8897532501554,81.60031431767581
Wing Root,194.95255039314415,10.65932009530488,91.12733947788361,70.4624353324509
Tail Fin,179.58266205546101,7.768859980553651,205.68006783017893,100.0
Fuselage,10.912362344053522,29.04713195210905,6.287185546804304,73.42757514063979
Wing Tip,367.7522944302747,4.536149612109361,237.8081516860966,100.0
Wing Tip,213.30726029129207,3.0578037499344166,239.75184428596293,100.0
Fuselage,266.92551301717975,20.922158653276647,213.0529346335032,100.0
Fuselage,362.3118869280497,19.57661511395632,174.82792680694655,100.0
Tail Fin,285.1743172811185,27.794825363762143,49.240959556196714,100.0
Fuselage,194.55194605172002,9.729218266914833,34.528031802683785,46.587524665221835
Tail Fin,388.71271561449345,28.3558614288463,121.18248308107863,100.0
Wing Root,31.404219712125222,13.926738708566605,132.9964711374364,82.39818641007591
Tail Fin,99.70344654220419,4.056723130429725,23.853534399156242,40.88588183727434
Fuselage,216.80340172761106,13.510448771570768,104.09893517205343,82.94554723490229
Tail Fin,318.3820342871958,9.903198836496063,158.34338722706724,100.0
Tail Fin,176.4586520953971,26.361628646942258,107.28899058683358,100.0
Wing Tip,351.1336523468378,16.103645453802756,235.07158613565957,100.0
Wing Tip,37.3115852415137,0.7798202920406931,17.907539814421003,30.17811696658488
Tail Fin,393.7925529877251,23.164065709003285,107.35286163099677,100.0
Wing Tip,213.78248473746402,22.10201831194703,5.81985870052991,74.25557316257168
Wing Root,125.56016697783613,7.391428655972343,15.312831460908662,21.991591034167772
Fuselage,365.0322498024384,1.830469977999534,31.819561676383213,42.676016405659816
Wing Tip,380.48486174058786,23.697177925258785,26.90569556650358,100.0
Wing Root,393.1089008812318,26.583869854879335,152.1956193783385,100.0
Tail Fin,377.665391912699,19.664576145274868,153.8955147453205,100.0
Fuselage,56.932117193648416,1.8848880358604836,99.10219981535614,32.56868923894489
Wing Root,387.9500257549164,26.571683606421058,232.29930938282718,100.0
Wing Root,214.7622853355046,8.176884354570056,131.23574145710785,76.34600182882771
Wing Tip,328.17491874634095,7.120996869181489,59.835315631542656,100.0
Wing Tip,23.597412491191715,26.900182516221278,215.73107002239132,82.09035477208275
Wing Tip,60.510819300293626,26.71806835613483,239.13461706628956,100.0
Tail Fin,23.81472368323258,10.207015278411195,233.23942463815254,88.57722065672104
Tail Fin,155.34852163480247,8.162736620929623,182.2379278537033,100.0
Wing Root,217.7149825662972,28.88259819146547,31.819870713341203,71.47506854293584
Wing Tip,145.6455910818553,20.501476500492373,143.6043311789688,100.0
Fuselage,296.2248683919437,15.87717920932224,217.699396992629,100.0
Tail Fin,286.26156091886355,25.191893186728326,175.88050810897448,100.0
Wing Root,51.27529659314776,21.120226772167836,51.359277247326446,59.988845527958034
Wing Root,60.25924831464363,10.386006200644687,187.1595227914439,92.98201396538477
Wing Tip,10.4368434772427,16.90736118367283,190.375771927309,69.85919514194143
Fuselage,250.60149816653947,29.444992251808994,159.79431411908377,100.0
Wing Tip,156.91119117485152,0.7676359372553865,205.57645802246122,100.0
Wing Tip,221.093965683683,28.908264113840342,88.75868067947809,100.0
Tail Fin,80.00395613529503,22.734115604490317,198.25771055833235,100.0
Tail Fin,127.37579110925834,21.391076615035807,21.500897359849066,67.30583172106033
Wing Root,194.69381648968454,2.20865358648455,23.300132350674232,19.43498370187403
Wing Tip,60.733633650946466,22.868764279906166,11.02379453240637,49.37626282122471
Wing Tip,330.390049488902,11.469089112542376,205.60248262248797,100.0
Tail Fin,176.21070787202945,13.815917217725426,45.08783619195895,67.51246817295458
Wing Tip,332.10909866195965,9.302045714204782,210.7870553447556,100.0
Wing Tip,116.57121552930164,28.550475086387106,42.00918348632056,74.07022742008438
Tail Fin,295.1953261197374,27.330973072960642,215.05322256266217,100.0
Wing Root,358.69868943486244,7.283660873787042,57.210652486145406,48.91133971433132
Tail Fin,348.5678972613071,21.590259185966307,142.87382015412874,100.0
Tail Fin,82.35495112421725,26.12438345469052,195.26622893397672,100.0
Wing Tip,186.94051749606024,16.145454614983556,9.376163657188247,68.56150197864403
Tail Fin,369.1306606481179,18.69118427836177,200.1516362891632,100.0
Fuselage,10.480415714906096,18.150654321111595,153.79007982435445,79.01022701327395
Tail Fin,201.7218732291604,2.3941636437164555,147.5829934690277,81.03015189167104
Fuselage,240.20293616539274,13.28077909466384,246.16609481371145,100.0
Wing Root,163.07248699860708,14.658195624155143,152.0050342892294,85.05344828695196
Tail Fin,266.2237044501523,22.83324839453109,238.39891631948566,100.0
Wing Tip,50.9227695830882,7.64032796794456,246.73233535045088,97.75437740332266
Tail Fin,17.1633784068106,14.72951325577195,56.53564708012281,52.823564913484404
Wing Root,137.31991021515682,15.772493479848988,26.527292290484173,37.832116405439315
Fuselage,42.1783284317643,24.823164383456596,92.66133097742649,87.96859050364512
Wing Tip,88.05859525547594,5.440736176642558,30.619120881928062,35.06207054322898
Wing Tip,58.44578702394315,26.93852842920863,150.72027615734933,91.67990810019108
Fuselage,286.5336025858574,26.193589150509524,179.95129837244482,100.0
Wing Root,315.5348631172297,18.56161058349416,123.67761965563994,96.3472532979938
Wing Root,328.74613028537254,13.843389393289854,162.6765353231486,100.0
Fuselage,73.95979758590391,13.438912886441383,182.5825071691443,86.17083967095094
Fuselage,349.99559097095863,6.966812627062307,244.08698767568717,100.0
Tail Fin,300.2688355820327,26.219066979707076,111.24555681931528,100.0
Wing Tip,263.6270176753054,6.386502302409782,171.65591939566636,100.0
Fuselage,173.17591758038455,6.505559270096159,210.91083953784872,81.41992179283729
Fuselage,144.91464709331555,11.44564350804578,246.97414311533416,91.12666462664076
Tail Fin,221.88720411168248,15.662878100357387,149.07430263206942,100.0
Tail Fin,350.63506285184764,27.070704988332125,108.32162708399657,100.0
Wing Root,396.9319933728622,8.873708593955028,92.99200226822671,66.99151610121491
Fuselage,295.9140787419596,4.381246711254164,180.3771163471117,65.19585006012586
Tail Fin,244.72359962818334,19.15994573017603,96.34791611128894,99.28778810842572
Wing Root,201.98836401473358,7.793316694893723,218.3337258117653,100.0
Wing Tip,241.23817593439492,17.592739530633274,167.34221335703847,100.0
Fuselage,388.0708057107621,8.114936264683262,165.9004828126166,88.70643501660386
Wing Tip,239.48092700283613,18.162062412953173,102.18164520417268,100.0
Wing Root,38.66373145870494,5.507858200082452,132.34461739622432,59.33207447025905
Wing Root,271.0622565691509,4.799818763220175,115.11128962736574,69.73617175065284
Fuselage,75.14634408137044,5.444766880505371,13.984499598718028,24.499210524266996
Fuselage,149.12550068560066,16.238601796341023,196.5386308120322,92.47821686111479
Wing Tip,348.6257994001709,6.572315696084663,32.42030675244333,100.0
Wing Root,394.810262339293,4.127638851623988,61.62707354477342,51.32868711403468
Wing Tip,186.35762103053975,28.049313017073196,82.45824571930387,100.0
Fuselage,238.0215731726096,20.802132043064564,102.35785217377824,100.0
Wing Root,381.2065963150632,19.35403816555726,217.63998215740543,100.0
Wing Tip,109.14758616002237,15.891036375768287,88.95010458962426,66.81431770118348
Wing Root,130.09267722056444,21.28808250073108,54.45409577012235,60.67742479307715
Wing Tip,73.32893891830514,6.056297971085242,184.0532213433647,79.76750175443456
Wing Tip,79.0884178844805,20.932465590671853,210.33824596378702,100.0
Wing Root,155.97573918451914,1.016721730430836,64.81608615348169,36.1691596893801
Fuselage,21.850953281766376,27.962986517455846,173.93405400273247,100.0
Fuselage,244.2377215930321,28.255823011972915,207.57552650940997,100.0
Wing Root,266.55966879518405,29.982704910234663,16.811949520836226,74.10368403758022
Fuselage,347.9110803357817,29.80343965207954,189.34480184081528,100.0
Wing Tip,352.6210689075257,12.422139488705472,85.12312458299348,100.0
Wing Root,180.88721510067518,27.09058166285911,220.08333396512523,100.0
Fuselage,56.88153159453729,16.56242838984506,6.410871822039785,46.41927091504066
Wing Tip,255.78141184836625,18.49003826221149,143.0425372003724,100.0
Fuselage,102.64221104098772,11.510927853065532,60.68105867947211,40.39284924915866
Wing Root,238.95406600344887,5.469109361710229,162.43111239206146,85.13772415417027
Fuselage,346.70012333301185,15.812912661518432,122.39956001928408,100.0
Fuselage,327.3688524446387,3.7130910844785774,41.5030047126977,42.16684706112353
Tail Fin,247.0829861894434,23.064056215492784,204.1815059854429,100.0
Wing Root,289.041453768717,15.876406908317364,206.48638761017924,100.0
Fuselage,360.2319140904949,7.682727749000828,232.12346347509512,100.0
Wing Tip,86.89010936342217,14.635905268586198,52.66678918039874,55.52780549759656
Fuselage,121.1004317651499,9.565053965325454,201.74134496900254,70.8207565581719
Wing Tip,236.56350077249112,3.1439770050707923,180.82076754761422,100.0
Wing Root,57.53557640140954,5.8439058112730695,171.87387422142078,80.0602352050827
Wing Root,321.91462721536845,5.945261321342473,77.34318085897597,53.11691982114203
Tail Fin,385.54148134265614,14.764596578237779,202.46817469491373,100.0
Fuselage,155.66877638497115,16.031726227536538,32.514564380748695,74.87934775051058
Wing Root,92.69748756420839,18.523939171104256,105.70197510264265,76.76685584485479
Fuselage,363.29753086722656,23.213368657424528,141.37607919449573,100.0
Tail Fin,330.81958422033455,13.000278482638503,168.54972532641025,100.0
Wing Root,308.9958927281583,4.916267054730253,108.86647916375898,64.13505457208733
Tail Fin,346.49086024185914,6.893824102677882,28.450066102439624,87.31178975457077
Tail Fin,131.78599655903045,7.292261968622163,55.51561030701447,49.50585051313535
Fuselage,241.84577072260748,15.154622336345497,247.00745245264739,100.0
Wing Tip,242.84829758931974,20.43731673007759,113.46565686098414,100.0
Wing Tip,396.58983754385343,4.287631538896695,30.50686409912075,100.0
Wing Root,141.51858177461395,27.21298137372538,194.29256822509873,100.0
Tail Fin,84.82825664030973,10.039461082407863,60.530818545612064,46.646041048667755
Fuselage,250.69075552430226,13.551093126179751,208.8064627465984,98.10353182051587
Tail Fin,220.60464669575913,26.46233308306302,164.46495541656256,100.0
Wing Root,100.02338377006471,13.977330023970875,51.629591390671614,45.90143905895114
Wing Root,227.5355327743097,22.05419005205776,118.97537500951094,89.4049017039207
Tail Fin,236.3852526195031,3.1186381261791696,240.60810530892923,100.0
Wing Tip,218.97279694450168,3.351955264578229,115.34087938325536,100.0
Tail Fin,10.482305106169683,9.375166696421024,245.40291171435445,80.91477096826497
Wing Tip,165.73320716563018,4.996272393247314,248.15845802880193,100.0
Tail Fin,309.75392386751827,7.687873123884065,169.53181868519414,100.0
Tail Fin,304.5554639937551,4.267547767239428,207.38656941186946,100.0
Wing Root,72.12856804140232,2.36171647583493,33.824011976021865,17.268435990234686
Fuselage,44.18067123789703,28.140255779416353,140.68154897453218,97.03256695477133
Wing Tip,331.86158221082974,8.751254384908638,235.88481968004712,100.0
Tail Fin,342.05573352058735,6.651060173541406,232.9958275877595,100.0
Wing Root,220.4957213163777,19.024526556792758,170.20443257021685,100.0
Wing Tip,318.11187015975395,9.488034603392203,24.825224347556784,100.0
Fuselage,18.928591740686898,5.036838915206917,59.78553645159626,26.87863862244805
Wing Root,330.76741981740076,4.4094778458845285,216.19354815679253,100.0
Tail Fin,246.48466832901647,4.6063417262171305,225.07409868671297,100.0
Wing Tip,165.47858083120212,4.818032768786349,95.04593346142521,86.6706609898608
Tail Fin,196.51126898874818,15.43017286797915,61.97508279951813,86.87842330753524
Wing Tip,207.3953265076952,13.46559481467085,30.88784764412726,77.40980864968353
Wing Root,10.129677386990869,1.021790383591088,152.62552514150192,56.52798257464235
Fuselage,314.4970185666915,14.064112501194945,19.25012989884157,62.64673516309444
Wing Tip,304.1588822941066,18.775183666523837,77.85198681802552,100.0
Fuselage,57.34012637474727,9.446616853244068,29.75622369760844,34.00009705649778
Tail Fin,279.73104167203456,18.732524391471987,160.1314583732987,100.0
Tail Fin,129.43891210677856,18.904927170603337,134.12515865835465,96.43774891112328
Wing Tip,292.4838131738979,23.866762195936026,104.17561512587395,100.0
Wing Tip,171.51060348628155,24.912367919222792,184.7355232375435,100.0
Wing Root,385.8906874381169,7.833117602590791,37.78191538847474,53.00418181330245
Fuselage,306.51303101763267,4.544736319005472,136.15098220588496,67.32317945105324
Fuselage,136.16515401547477,25.111949295665642,159.17820747263036,100.0
Fuselage,223.70420069974026,13.904131369518845,211.8674852712059,97.32846255873856
Wing Tip,68.20273340056869,4.252392999279763,216.84179607440234,92.57699851402334
Wing Tip,156.59643120685004,12.137050217816041,117.56445825946673,85.76642857226763
